Id,OwnerCity,OwnerState,PropertyLocationStreet1,PropertyCity,PropertyZip,CountyName,StateParcelId,ParcelSize,ValueofHome,YearBuilt,TypeOfResidence,NumberOfStories,AdjSquareFeet,Pool,PPC,BCEG,DistancetoCoast,PoliceID,Crime,FireID,DistancetoFireDepartment,DistancetoSinkhole,SinkholeLatitude,SinkholeLongitude,LocationWindSpeed,WindborneDebrisRegion,Terrain,FloodZone,FloodZoneRiskLevel,Race,Gender,Hispanic_origin,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 and up,All Ages,Average_Age_of_County
1200958eb343f7743,ALEXANDRIA,VA,123 COLUMBIA DR,CAPE CANAVERAL,32920,BREVARD,C15-001-086-9389-6,3920.0,80370.0,1982.0,ATTACHED RESIDENTIAL,,976.0,,,,1003.2,,,,0.34,12.23,28.46383,-80.79177,120.0,True,C   ,"X:80, X500:20",,All Races,Both Sexes,Both,"24,707","29,546","31,999","29,172","21,502","22,727","27,918","38,674","39,753","33,325","29,913","26,842","25,471","26,887","25,059","21,000","12,775","8,960","476,230",42.86599962
120096071f13aee82,WINTERVILLE,NC,1408 ATLANTIC ST,MELBOURNE BEACH,32951,BREVARD,C15-001-091-7709-7,1307.0,142750.0,1996.0,ATTACHED RESIDENTIAL,2.0,1787.0,,,,316.8,,,,0.59,22.47,27.74864,-80.64644,120.0,True,C   ,X:100,,All Races,Both Sexes,Both,"24,707","29,546","31,999","29,172","21,502","22,727","27,918","38,674","39,753","33,325","29,913","26,842","25,471","26,887","25,059","21,000","12,775","8,960","476,230",42.86599962
1200955f8574483f4,LEESBURG,VA,910 ORLANDO AVE S,COCOA BEACH,32931,BREVARD,C15-000-034-3754-8,11326.0,190680.0,1957.0,SINGLE FAMILY,,1426.0,,,,739.2,,,,1.09,15.72,28.46383,-80.79177,120.0,True,C   ,X:100,,All Races,Both Sexes,Both,"24,707","29,546","31,999","29,172","21,502","22,727","27,918","38,674","39,753","33,325","29,913","26,842","25,471","26,887","25,059","21,000","12,775","8,960","476,230",42.86599962
12009f4f5cf7d4a57,SUMMERFIELD,NC,3627 PENINSULA CIR,MELBOURNE,32940,BREVARD,C15-000-052-3641-9,9583.0,368800.0,2004.0,SINGLE FAMILY,2.0,4543.0,,,,-99.0,,,,2.09,19.6,28.46383,-80.79177,120.0,True,B   ,"X:90, A:10",,All Races,Both Sexes,Both,"24,707","29,546","31,999","29,172","21,502","22,727","27,918","38,674","39,753","33,325","29,913","26,842","25,471","26,887","25,059","21,000","12,775","8,960","476,230",42.86599962
12009b82234081063,APPOMATTOX,VA,904 POPLAR LN,MELBOURNE,32901,BREVARD,C15-000-042-6742-3,6534.0,31320.0,1970.0,SINGLE FAMILY,1.0,1332.0,,,,4329.6,620.0,,620.0,0.88,21.42,27.756390000000003,-80.685,120.0,True,B   ,X:100,,All Races,Both Sexes,Both,"24,707","29,546","31,999","29,172","21,502","22,727","27,918","38,674","39,753","33,325","29,913","26,842","25,471","26,887","25,059","21,000","12,775","8,960","476,230",42.86599962
12009b9f13dd0784f,SYLVA,NC,1510 ALBERT DR,MELBOURNE,32935,BREVARD,C15-000-038-9596-8,8276.0,104640.0,1962.0,SINGLE FAMILY,1.0,2190.0,,4,,-99.0,620.0,,620.0,0.84,24.24,28.46383,-80.79177,120.0,True,B   ,X:100,,All Races,Both Sexes,Both,"24,707","29,546","31,999","29,172","21,502","22,727","27,918","38,674","39,753","33,325","29,913","26,842","25,471","26,887","25,059","21,000","12,775","8,960","476,230",42.86599962
1200991b3e76eeb0f,BOILING SPRINGS,SC,352 CHANDLER ST,CAPE CANAVERAL,32920,BREVARD,C15-001-086-8585-0,3485.0,93120.0,1987.0,ATTACHED RESIDENTIAL,2.0,1360.0,,,,950.4,,,,0.59,12.71,28.46383,-80.79177,120.0,True,C   ,X500:100,,All Races,Both Sexes,Both,"24,707","29,546","31,999","29,172","21,502","22,727","27,918","38,674","39,753","33,325","29,913","26,842","25,471","26,887","25,059","21,000","12,775","8,960","476,230",42.86599962
120112bfc77a87376,STAFFORD,VA,12723 SW 49 CT,MIRAMAR,33027,BROWARD,C16-000-107-5040-4,2328.0,228680.0,2003.0,ATTACHED RESIDENTIAL,,1633.0,,3,3.0,-99.0,645.0,,645.0,2.37,5.11,25.98582,-80.23586,140.0,True,HVHZ,X:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
120113a35cc333fa2,CANTON,NC,4548 SW 34 TER,DANIA BEACH,33312,BROWARD,C16-000-101-4554-8,11375.0,302070.0,1958.0,SINGLE FAMILY,1.0,1706.0,,1,99.0,-99.0,288.0,,288.0,1.23,4.58,26.09441,-80.12455,140.0,True,HVHZ,"X500:80, A:20",,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
12011843ab49896c9,HUNTERSVILLE,NC,3481 NW 1 ST,LAUDERHILL,33311,BROWARD,C16-000-098-4173-5,7572.0,122040.0,1954.0,SINGLE FAMILY,1.0,1176.0,,2,99.0,-99.0,551.0,,551.0,0.78,4.69,26.09441,-80.12455,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
12011d2b7b64c88c1,LINCOLNTON,NC,6612 ARBOR DR,MIRAMAR,33023,BROWARD,C16-000-112-4860-6,6020.0,202770.0,1964.0,SINGLE FAMILY,1.0,1746.0,True,3,,-99.0,645.0,,27.0,0.23,1.21,25.98582,-80.23586,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
120111187dd9bf9dd,GREAT FALLS,VA,2442 FLAMINGO LN,FORT LAUDERDALE,33312,BROWARD,C16-000-101-0727-4,7700.0,259580.0,1955.0,SINGLE FAMILY,,1552.0,,,,-99.0,371.0,,371.0,1.26,4.15,26.09441,-80.12455,140.0,True,HVHZ,"X:60, A:40",,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
1201131f0c742dbd1,VALENTINES,VA,1940 NE 57 ST,FORT LAUDERDALE,33308,BROWARD,C16-000-081-7578-8,7500.0,363580.0,1976.0,SINGLE FAMILY,1.0,1856.0,True,3,,-99.0,371.0,,3.0,0.58,1.8,26.17407,-80.13249,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
120117b64e972bb05,VIRGINIA BCH,VA,2200 NE 37 ST,LIGHTHOUSE POINT,33064,BROWARD,C16-000-067-5072-3,7873.0,206570.0,1968.0,SINGLE FAMILY,1.0,1362.0,,3,99.0,3748.8,,,,0.04,7.49,26.17407,-80.13249,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
12011b862229402ff,RALEIGH,NC,15857 NW 4 CT,PEMBROKE PINES,33028,BROWARD,C16-000-105-6530-7,4735.0,354430.0,1998.0,SINGLE FAMILY,,2276.0,True,1,3.0,-99.0,770.0,,26.0,1.0,5.62,26.09113,-80.37451,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
120117e1859058277,GREENSBORO,NC,1420 SW 104 AVE,PEMBROKE PINES,33025,BROWARD,C16-000-110-8951-3,7875.0,311180.0,1990.0,SINGLE FAMILY,1.0,2740.0,True,1,99.0,-99.0,770.0,,26.0,1.21,3.19,25.98582,-80.23586,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
12011e017d77817e9,MOUNT GILEAD,NC,4840 SW 111 TER,DAVIE,33328,BROWARD,C16-000-096-6937-5,54142.0,585440.0,1981.0,SINGLE FAMILY,1.0,3327.0,True,5,99.0,-99.0,292.0,,24.0,1.21,5.37,26.09113,-80.37451,140.0,True,HVHZ,A:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
12011f1aae24a3c0f,MARS HILL,NC,3246 NW 32 TER,OAKLAND PARK,33309,BROWARD,C16-001-011-7839-0,1723.0,182170.0,2007.0,ATTACHED RESIDENTIAL,,1473.0,,3,3.0,-99.0,,,,1.06,3.2,26.17415,-80.13844,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
1201105a287b6b07e,WOODBRIDGE,VA,9490 NW 21 MNR,SUNRISE,33322,BROWARD,C16-000-077-3295-1,8629.0,270230.0,1973.0,SINGLE FAMILY,1.0,2130.0,True,2,,-99.0,909.0,,21.0,1.2,7.36,26.09113,-80.37451,140.0,True,HVHZ,"X500:90, A:10",,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
120111e7bf9ac6786,DANIEL ISLAND,SC,11709 SPINNAKER WAY,COOPER CITY,33026,BROWARD,C16-000-103-2481-2,12363.0,366340.0,1979.0,SINGLE FAMILY,1.0,2400.0,True,,,-99.0,265.0,,10.0,1.28,5.55,26.09113,-80.37451,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
12011319382debfa4,CARY,NC,7451 NW 11 PL,PLANTATION,33313,BROWARD,C16-000-078-7717-8,10620.0,270980.0,1969.0,SINGLE FAMILY,1.0,1892.0,True,2,99.0,-99.0,789.0,,789.0,1.07,7.21,26.17361,-80.13833000000002,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
120115f37fe03c0ec,RESTON,VA,1141 NE 27 AVE,POMPANO BEACH,33062,BROWARD,C16-000-068-3408-9,15875.0,590120.0,1978.0,SINGLE FAMILY,1.0,3756.0,,2,,1742.4,796.0,,796.0,0.47,5.43,26.17407,-80.13249,140.0,True,HVHZ,"X500:70, A:30",,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
120116c8e0188b0af,ALEXANDRIA,VA,301 SW 22 ST,FORT LAUDERDALE,33315,BROWARD,C16-000-100-3031-0,6750.0,246940.0,1948.0,SINGLE FAMILY,,1762.0,,3,,-99.0,371.0,,371.0,0.45,1.27,26.09441,-80.12455,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
12011083c0fed7116,CHARLOTTE,NC,36 SW 13 ST,DANIA BEACH,33004,BROWARD,C16-000-113-3535-3,8151.0,150160.0,1946.0,ATTACHED RESIDENTIAL,,1501.0,,1,,-99.0,288.0,,288.0,1.1,4.02,25.99,-80.18329,140.0,True,HVHZ,"X500:80, A:20",,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
1201199c7a1a367f9,ASHBURN,VA,7330 NW 1 PL,PLANTATION,33317,BROWARD,C16-000-093-3926-8,5123.0,305050.0,1996.0,SINGLE FAMILY,,2237.0,,2,4.0,-99.0,789.0,,789.0,0.76,7.58,26.17361,-80.13833000000002,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
120118f313ed237e2,FORT MILL,SC,3341 NW 22 CT,COCONUT CREEK,33066,BROWARD,C16-000-064-8547-8,4987.0,231300.0,1990.0,SINGLE FAMILY,1.0,1774.0,,4,,-99.0,,,,1.42,6.07,26.17415,-80.13844,140.0,True,HVHZ,X:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
1201111790ef5be07,GREENVILLE,SC,8171 SW 4 ST,NORTH LAUDERDALE,33068,BROWARD,C16-000-070-0171-2,5022.0,151500.0,1977.0,SINGLE FAMILY,1.0,1379.0,True,2,99.0,-99.0,,,29.0,0.8,7.17,26.17415,-80.13844,140.0,True,HVHZ,X500:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
12011fee1da42473a,NORFOLK,VA,2414 WILSON ST,HOLLYWOOD,33020,BROWARD,C16-000-114-8422-7,6711.0,150040.0,1953.0,SINGLE FAMILY,1.0,963.0,,,,-99.0,459.0,,459.0,0.95,3.05,25.99,-80.18329,140.0,True,HVHZ,A:100,,All Races,Both Sexes,Both,"103,041","110,142","109,132","95,161","82,834","105,816","125,048","143,477","135,070","115,583","99,503","76,548","60,554","57,034","59,607","56,752","44,665","43,051","1,623,018",40.20641053
12081776a04b281f4,RICHMOND,VA,6470 SEAGULL DR UNIT 307,BRADENTON,34210,MANATEE,C51-000-535-8660-8,44.0,135000.0,1980.0,CONDO STACKED,,1254.0,,3,,686.4,,,,0.96,1.93,27.41706,-82.56742,130.0,True,C   ,A:100,,All Races,Both Sexes,Both,"14,902","15,411","15,625","14,016","11,896","13,607","15,415","17,851","18,190","16,744","15,833","14,471","14,394","15,706","17,316","14,967","9,923","7,735","264,002",44.97340172
120815f26fedca384,PETERSBURG,VA,4802 W 51ST ST UNIT 1414,BRADENTON,34210,MANATEE,C51-000-541-3284-0,44.0,88850.0,2002.0,CONDO STACKED,,1048.0,,3,4.0,-99.0,,,,1.06,2.23,27.47917,-82.58833,130.0,True,B   ,X:100,,All Races,Both Sexes,Both,"14,902","15,411","15,625","14,016","11,896","13,607","15,415","17,851","18,190","16,744","15,833","14,471","14,394","15,706","17,316","14,967","9,923","7,735","264,002",44.97340172
120815a613b30ef36,MECHANICSVILLE,VA,4802 W 51ST ST UNIT 924,BRADENTON,34210,MANATEE,C51-000-541-3174-3,44.0,84700.0,2002.0,CONDO STACKED,,1008.0,,3,4.0,-99.0,,,,1.06,2.23,27.47917,-82.58833,130.0,True,B   ,X:100,,All Races,Both Sexes,Both,"14,902","15,411","15,625","14,016","11,896","13,607","15,415","17,851","18,190","16,744","15,833","14,471","14,394","15,706","17,316","14,967","9,923","7,735","264,002",44.97340172
1208113b29defde02,CATAWBA,VA,322 BUENA VISTA AVE,SARASOTA,34243,MANATEE,C51-000-536-8928-7,22200.0,156660.0,1925.0,SINGLE FAMILY,1.0,2067.0,,3,,2534.4,,,,0.19,0.4,27.41706,-82.56742,130.0,True,B   ,X:100,,All Races,Both Sexes,Both,"14,902","15,411","15,625","14,016","11,896","13,607","15,415","17,851","18,190","16,744","15,833","14,471","14,394","15,706","17,316","14,967","9,923","7,735","264,002",44.97340172
